symbol,open,ORH,ORL,close,prev_close,Pivot,Range,S1,R1,date
SBILIFE,2023.5,2023.5,2013.0,2013.5,2002.5999755859375,2003.6333414713542,35.699951171875,1989.995960123698,2017.2707228190104,2026-01-27
SBIN,1035.0,1035.0,1030.300048828125,1032.4000244140625,1029.5,1036.0333251953125,27.4000244140625,1025.5665158691406,1046.5001345214844,2026-01-27
SHREECEM,27580.0,27580.0,27305.0,27345.0,27000.0,27163.333333333332,620.0,26926.493333333332,27400.173333333332,2026-01-27
SHRIRAMFIN,1007.0,1007.0,985.0,985.1500244140625,1003.5499877929688,999.3499959309896,47.199951171875,981.3196145833334,1017.3803772786458,2026-01-27
SIEMENS,2887.0,2913.199951171875,2874.800048828125,2904.0,2900.39990234375,2911.0,52.60009765625,2890.9067626953124,2931.0932373046876,2026-01-27
SOLARINDS,12604.0,12709.0,12558.0,12690.0,12658.0,12749.333333333334,344.0,12617.925333333334,12880.741333333333,2026-01-27
SONACOMS,466.95001220703125,473.54998779296875,464.3500061035156,470.0,456.1000061035156,458.1666666666667,23.399993896484375,449.22786899820966,467.1054643351237,2026-01-27
SRF,2697.89990234375,2697.89990234375,2676.300048828125,2679.60009765625,2713.699951171875,2723.8999837239585,56.0,2702.5079837239587,2745.2919837239583,2026-01-27
SUNPHARMA,1637.5,1640.0,1624.800048828125,1633.800048828125,1631.9000244140625,1635.4000244140625,23.5,1626.4230244140624,1644.3770244140626,2026-01-27
SUPREMEIND,3475.60009765625,3498.60009765625,3463.5,3480.10009765625,3488.5,3479.0333658854165,71.39990234375,3451.758603190104,3506.308128580729,2026-01-27
SUZLON,45.279998779296875,45.529998779296875,44.959999084472656,45.5,45.70000076293945,46.21666717529297,1.8500022888183594,45.50996630096436,46.92336804962158,2026-01-27
